"bookId;reviewId;reviewText;"
"8595084742;R2M29YH9L2YB23;O livro realmente é muito bonito, capa dura, bem encadernado. No entanto, concordo com as críticas sobre a tradução que foram feitas. Quando abri o livro e comecei a ler, ainda não tinha ouvido falar da polêmica. Logo no prefácio, causam estranheza os termos Orques, em vez de orcs, e Gobelins em vez de goblins. Sem falar no anãos. Reli a pouco tempo o Senhor dos Aneis da Martins Fontes e os termos estavam bem vivos na memória, então foi muito estranho dar de cara com essas traduções diferentes. Recomendo a versão da Martins Fontes (disponível na Amazon). Acho que capta melhor o espírito da nomenclatura. Eu, particularmente, prefiro ler o mais original possível, a menos que o nome se refira a algo muito concreto. Prefiro ler New York do que Nova Iorque. Mesmo a tradução da MF muda algumas coisas (Rivendell pra Valfenda, por exemplo), mas ainda sim acho a melhor que temos. Se você nunca leu nada de Tolkien, talvez essa questão não faça tanta diferença. De qualquer forma, sugiro a edição da MF se disponível, ou então ler o original em inglês de uma vez.;"
"8595084742;R2VZKZVTHKKYJI;Orque, gobelin... péssimo. Mas além dessa invenção, a tradução em geral não me agradou. Tradução esquisita, ao pé da letra algumas vezes. Quem usa a palavra gatuno? Eu tentei de verdade mas não dá. Fora os anãos que cada vez que a gente lê isso dói o cérebro. (Todos sabem sobre os dwarfes e dwarves. Não precisava fazer isso com o povo brasilerio).obs: Fui obrigado a dar uma estrela, por mim não dava nem uma.;"
"8595084742;RE81SFH677OX3;Traduzir orcs para goblelins em minha opnião foi uma heresia. Da mesma forma forma que Terras Ermas para Terras Selváticas. São pequenos detalhes infelizes de traduzam que destoam o livro em relação à versão em inglês.;"
"8595084742;R1346AI67E692C;Há tempos busco por esta edição, já que li e me apaixonei por O Hobbit naquela edição da capa preta. Com essa, linda, perfeitamente bem diagramada e com ilustrações originais de Tolkien, a experiência deve ser ainda mais nostálgica.É um livro muito, muito bonito mesmo!Chegou uma semana antes do previsto. Lombada okay, sem amassados, aparentemente sem cortes ou problema nas páginas também. Parabéns pela gráfica que realizou um trabalho excelente. Tipos de papéis duráveis e adequados. Capa dura resistente. Que trabalho de editoração, meus senhores!Sobre o poster que vem junto: A medita dele é 37 x 37, papel couchê, não tão grosso. Um dica: tire logo do livro e guarde (aberto) em algum lugar para os vincos da dobra não estragarem o pôster com o tempo. Cuidarei de mandar emoldurar assim que acabar essa quarentena.;"
"8595084742;R2GLPIIAMLQCM1;Eu já conhecia Tolkien e os filmes, mas nunca parei para ler os livros. Decidi aproveitar que a HarperCollins vai lançar tudo em capa dura e padronizado para começar a ler.O livro em si possui uma qualidade inquestionável!A história é bem tranquila de ler e bem divertida! Assim que terminei, já comprei o Senhor dos Anéis (em pré-venda). E planejo comprar os outros (Silmarillion, Queda de Gondolin, Beren e Lúthien...) depois do SdA, para conhecer esse mundo criado por Tolkien.De fato Gobelim é um pouco estranho de se ler, mas me acostumei a ler e pronunciar 'Goblin' sem nenhum problema. E não afetou em nada na qualidade geral da tradução (muito boa por sinal. Não consigo comparar com outras, mas foi um livro gostoso de se ler).(Orques e Trols é bem mais de boa de ler e a sonoridade ficou a mesma).;"
"8595084742;R3RFR5SNUJX5R9;Um dos melhores livros de todos os tempos. Consegui juntar as 4 capas. E essa do Smaug é a melhor. Entrega da Amazon perfeita. Recomendo!;"
"8595084742;R2AA3BHS7YJYA0;Primeiramente gostaria de esclarecer que, sim, a edição física está linda e a entrega da Amazon foi impecável. Veio com um poster lindo da gloriosa Rivendell (que com toda certeza irei emoldurar S2). Pooooreem, deixe-me falar sobre essas aberrações nas fotos anexadas: sim, veio com um total de 4 páginas imprimidas cagadamente...uma pena.Além desse deslize (topada), na minha opinião, posso dizer que a tradução do Reinaldo José Lopes, deixou tudo mais truncado (um tombo) na promessa de fluir textualmente do jeito que o tolkien queria. Sério!? Bem, não gostei e ficou muitas vezes repetitiva e truncada, prefiro a tradução da grande Lenita Maria. Acredito que essa mudança toda tá muito enviesada com a possível onda cristã/patriota conservadora que vem explícitamente tornando as obras de Tolkien muito bíblica, vendo alegorias nas majestosas aplicabilidade do Mestre Tolkien. De fato o mestre Tolkien era profundamente cristão, porém ele nunca foi a favor de alegorias e doutrinação. Fora isso, qual a necessidade da mudança dos nomes Orcs para Orques, Anões para Anãos, goblins para Gobelins e...serio!? Pra quê isso meu povo? (Só faltou por R e tirar um B da palavra Hobbit...imaginaê: O Robit)Ficou tudo mais...nacionalizado.Como o próprio dono da terra média dizia: Acho que muitos confundem “aplicabilidade” com “alegoria”, mas a primeira reside na liberdade do leitor, e a segunda na dominação proposital do autor.Tolkien não gostava de alegorias como o Lewis...e não havia necessidade dessa adaptação dos nomes já muito bem estabelecidos no imaginário nacional.Achei toda essa empreitada de reedição das obras do J.R.R. Tolkien maravilhosa, porém está deixando a desejar nos textos e escolhas estilisticas. É uma pena, mas sendo fã eu pude reler e ver uma estranha e nova forma de ler tolkien. Dizem que é como ele faria...;"
"8595084742;R1OHULY90ETVH6;Eu sinceramente estou amando o Hobbit. Essa versão é muito linda e bem feita com capricho. A história é muito melhor que o filme como todo livro. Mas esse é em outro nível. Mas essa edição eu sinceramente só tive o desprazer te não conseguir ler com facilidade pois ela utiliza a linguagem do próprio Tolkien na edição original dele. A editora tentou seguir a mesma linguagem e isso deixa a leitura mais difícil pra quem não entende de termos e expressões de nível de faculdade. O livro é ótimo em si. Mas é difícil muitas vezes entender o que ele diz e aí tem que pesquisar no Google. Sério, são termos que nunca nem ouvi falar até ler esse livro.;"
"8595084742;R2083BPBMFS6XB;Muito bom o livro, porém em apenas em 3 dias o título praticamente desapareceu da capa seu eu nem perceber, pra quem for ler deve tomar cuidado em não apoiar a mão em cima do título, senão o suor vai acabar removendo o nome do livro;"
"8595084742;RC5KJ838GXI8;O produto é bom, mas não veio com o poster, entrei em contato pela primeira vez, me orientaram a devolver o produto que mandariam corretamente. Fiz o processo e de novo veio sem o poster, abri chamado e nem bola deram. Enfim a nota 3 é pelo produto, pra Amazon é 0;"
"8595084742;R3NK15MHQB6VE1;O livro é sem dúvidas um item de colecionador, pois além de uma excelente leitura para os amantes da escrita do J.R.R. Tolkien, é uma edição belíssima para se ter na estante. O que dizer do material empregado na construção do livro? De primeira qualidade simplesmente. A Editora não economizou pra fazer uma obra bem feita em todos os sentidos e quem compra, compra ciente de que terá um livro que vai durar bastante e até, quem sabe, deixar para as próximas gerações como herança?! Vale a pena a aquisição. Essa versão de O Hobbit, já vem padronizada em diâmetro com as outras obras do Tolkien lançados por essa editora, portanto, na sua estante tudo vai estar belamente indicando que este e outros livros que porventura você venha a adquirir, são parte de uma mesma coleção que, com certeza, se destacarão pelo cuidado que a editora teve de fazer tudo muito bem feito pensando em cada detalhe para agradar ao leitor.;"
"8595084742;R23F5D17WBE4GM;Se você nunca leu J. R. R. Tolkien, este é o melhor ponto de partida. Então irei me dirigir aos novos leitores para esta avaliação. Pois além da linguagem relativamente simples, o livro traz textos complementares e os poemas estão em português e inglês. O que já agrada fãs antigos.A parte gráfica é um dos diferenciais dessas novas publicações da mitologia do Professor Tolkien no Brasil. O outro diferencial são as ilustrações deste livro que finalmente estão nítidas! Minha reclamação é apenas para a impressão do título na capa em hot stamping, porque ela acaba arranhando e descascando quando você põe numa mochila ou bolsa, se o seu plano é ler durante o caminho. Isso não tira pontos da edição, só vai exigir um cuidado mais redobrado.A tradução desta edição está boa, competente. Longe da polêmica sobre novas pronuncias e nomes de espécies. Às vezes há repetição de palavras, não sei se para função de fixação de termos, não sei se no original há essas repetições, mas isso não tira você da leitura. Deixa a coisa mais parecida com uma conversa do que como uma prosa escrita.Se você, leitor novo, está pegando o livro agora sugiro que pule a página que vem antes do sumário, a Sinopse da Primeira Edição e o Prefácio. Essas informações não serão necessárias para o começo da leitura da história de fato. Comece a partir da página onde há uma inscrição em runas, essa página é essencial para o restante da leitura. Deixe as páginas, que indiquei para pular, por último. Elas farão mais sentido ao final da leitura e não tirará sua vontade de começar o livro, se deixar pra depois, porque O Hobbit é aquela aventura que vale a pena começar logo. Essas páginas que falei anteriormente, estando no início do livro, saciam muito mais aos veteranos em Tolkien que necessariamente ao novo público. É apenas uma dica e uma observação e não regra.É uma edição que vale a pena para iniciar no magnífico universo criado por J. R. R. Tolkien. É completo!Vá por aqui sem medo de mergulhar!Boa leitura e bons estudos.;"
"8595084742;R3CEL9TITYWPKI;Primeiras impressões da compra...O Hobbit não é considerado a obra-prima de Tolkien, no entanto não deixa de ser uma obra espetacular e, diga-se de passagem, foi onde tudo começou. O Hobbit é uma obra-prima da literatura, especialmente focada no público mais jovem, porém não deixa de ser um livro leve para se ler e conhecer o Universo Tolkien. Foi com O Hobbit que tudo começou para, em seguida, Tolkien escrever sua verdadeira obra-prima: O Senhor dos Anéis. Esta obra com mais profundidade e mais elaborada, com conflitos, guerras, amores impossíveis e diversos personagens e suas diferentes línguas.Quanto à edição, não posso falar muito sobre a nova tradução, pois não tenho o exemplar com a tradução antiga, por isso não tenho como traçar um paralelo. Quanto ao livro físico em si, este é muito bonito, em capa dura, ilustrações originais (tanto na capa, lombada e miolo), o meu exemplar veio com um pôster (não sei se continua vindo)... Enfim, o livro é lindo, não posso reclamar.O trabalho da editora e da gráfica foi muito bem feito, como eu disse, mas o armazenamento/entrega deixou a desejar e, por isso, dei apenas três estrelas nesta avalição. O livro veio com um singelo, mas importante, amassado na parte de baixo e de cima do exemplar, nada importante para uma troca, mas importante para ser mencionado na avaliação.Neste sentido, recomendo a compra, especialmente quando estiver em promoção, pois a história é linda, leve e engraçada. Vale a pena! Recomendo também a adaptação recente para o cinema dividido em três filmes de direção de Peter Jackson! Sim, há muita licença poética de Jackson nos três filmes mas, ainda assim, é uma belíssima adaptação.Boa leitura!;"
"8595084742;R1KW76VDL92GKE;Em relação a história: tem tudo de bom: aventuras, batalhas, reinos, magos — Gandalf melhor pessoa —, povos mitológicos, objetos mágicos, forte laços de amizade entre você e os personagens, e muito mais. Recomendo à qualquer pessoa, linguagem simples que me prendeu até o final, meu livro preferido até agora. Nunca tinha consumido algo da terra média, e acho que comecei maravilhosamente bem  com O Hobbit. Sinto a necessidade de falar também sobre a versão da HarperCollins. Finalmente uma editora teve os devidos cuidados com uma história que definitivamente merece — já vi a versão da Martins Fontes, não que seja ruim, mas essa com certeza possui muito mais prestígio—: capa dura linda com altos relevos, folhas amareladas com boa diagramação, fitilho verde para marcar as páginas, sem contar com as ilustrações extras, além das gravuras. Gente, o poster é lindo, ele vem dobrado mas caso feito uma molduragem apertada fica normal. Estou ansioso para o lançamento da trilogia de O senhor dos anéis nessas novas versões, que, com toda certeza, valem apena.;"
"8595084742;R2Y2OY4VPW27FY;A qualidade gráfica (folhas + capas + conteúdo) está excelente. Por favor, não procurem defeitos na mudança de algumas palavras nesta nova tradução (gobelins, ananos, etc.), pois isso é irrelevante face à qualidade e adequação dos textos ao que foi recomendado pelo próprio Tolkien.;"
"8595084742;R3GZ8V2ASK11LZ;Linda edição que a Harper Collins trouxe para cá! E o poster nem se fala, lindo demais. Sobre o livro não tem nem o que falar de tão bom que é. Pontapé inicial para o rico mundo criado por Tolkien! Leitura indispensavel para quem pensa em entrar nesse maravilhoso mundo que é a Terra Média tolkieniana.;"
"8595084742;R3N45QC4W8FPK7;O título mantém  boa  parte dos elementos de qualidade das outras edições de Tolkien da editora, a ótima tradução, o apuro gráfico, além de ser uma edição mais em conta.  Porém é inferior à versão em capa dura que possui maior qualidade de material e conteúdos aqui ausentes. Se não for uma grande fã de Tolkien e procura uma opção mais em conta, ou se pretende presentear uma criança opte por essa edição. Agora se quiser uma unica versão do livro que comeple sua coleção, fique com a de capa dura;"
"8595084742;R21EM3P5Y86YGI;Não sei quanto tempo demora para uma coisa começar a ser considerada clássica, mas bem. O Hobbit com certeza é uma leitura muito interessante, boa para iniciantes, e divertida para os que só procuram algo legal, a escrita de Tolkien é realmente algo que chama atenção, aqui diferente de o senho dos anéis ele tem.uma escrita não tão detalhada ao mundo, mas que se passa no mesmo universo  (até com alguns personagens também)O Hobbit é bem narrado e bem formulado, com certeza o modo de escrever do mestre Tolkien ajuda, sua gande sagacidade e criatividade podem lhe inspirar também! É uma boa pedida para os apreciadores de jogos de RPG (de mesa ou digital, tanto faz)Sobre a edição ela é bem completa e muito bonita! O baixo relevo com o pratiado na capa dão um charme único, os escritos em símbolos  (criados por Tolkien, já que se não me engano era professor de línguas) estão todos bem catalogados e traduzidos de um geito não didático, facilitando a compreensão, existem os extras interessantes e o próprio livro é esplêndido. Uma coisa meio esdrúxula que quero comentar é que o fitilho marcador é um tanto mais rígido que o comum, não atrapalha nem melhora a leitura e conservação, mas sem cuidado pode amassar um tantinho o papel mais proximo do cabeceando (o cantinho de onde sai o fitilho)O poster é belíssimo, vou enquadra-lo e vai ficar em cima da minha porta.Do mais é isso, O Hobbit é uma ótima demonstração do poder narrativo de Tolkien.;"
"8595084742;R1Y8I4AKGLWD4A;Eu já tinha iniciado a leitura de O Hobbit outra vez, há muito tempo, mas terminei deixando-a de lado, substituindo-a por outra e outra leitura. Só agora, depois de ler alguns livros infantis do Tolkien para meus filhos, lembrei-me de que devia a mim mesma esse prazer.É uma leitura tão gostosa, com um final tão “quentinho”, que é impossível não se encantar. É muito mais que fantasia e aventura, é uma história de crescimento e fortalecimento pessoal. Poder observar a transformação do egoísmo em doação e abnegação, do comodismo em alegria de viver e prazer em ajudar, é de aquecer o coração. Por isso, falei que era “quentinho”, não encontrei melhor palavra para o final que esta.Tolkien transforma seus personagens, faz com que despertem e fortaleçam suas virtudes, através do esforço, da luta, do engenho e do companheirismo, e, assim, faz com que percebam o que realmente importa nesta vida.Leitura maravilhosa, divertida e inspiradora.;"
"8595084742;R3QIBKO5D1POLK;Não tenho o que reclamar. O produto chegou na data certa, e a qualidade do livro é de se admirar. A capa é muito bonita, com as letras detalhadas em relevo. A diagramação e tipografia do livro ficaram também muito boas. Ainda não li esta versão que foi recentemente traduzida, só a edição da Martins Fontes, mas logo lerei também. Aqueles que são fãs das obras de Tolkien, tem nesta edição uma compra obrigatória.;"
"8595084742;R38NH7XVZTN81X;Não basta o livro ser ótimo , a Harper corllins faz questão de fazer uma edição linda , o livro é muito bonito , os mapas situam bem o personagem no mapa e a trajetória é simples mas bem feita , não é o senhor dos anéis com uma enorme trajetória mas em 300 páginas você tem uma aventura muito boa infantil e séria ao mesmo tempo , o Bilbo é um personagem incrível , os anãos (nova tradução) são ótimos , gandolf é ... Bem é gandolf não preciso explicar né .;"
"8595084742;R1V29W5LNZ0AJN;A hora de termos a resenha sobre este livro neste site chegou. O prelúdio da saga épica de anões e elfos, trols e dragões. Aventura repleta de perigos, é uma viagem inesquecível ao indivíduo cuja raça preferiria o conforto do lar. Mesmo assim o pequeno Bilbo Bolseiro enfrenta os desafios e se destaca em alguns deles. O Hobbit é uma das obras consagradas de J. R. R. Tolkien, escrita em 1937 e de nova edição brasileira elaborada pela editora Harper Collins em 2019, com tradução diferente das edições anteriores assinada por Reinaldo José Lopes.*O narrador apresenta Bilbo Bolseiro, um hobbit dentre os vários a viver na mesma vila de rotina pacata. Ali Gandalf o encontra, os dois começam uma conversa confusa, afinal o mago convida Bilbo a participar da aventura, algo jamais desejado pelos hobbits, eles preferem o conforto do lar sem pensar duas vezes. Sem afirmar nada sobre aceitar tal aventura, muitos anãos chegam à casa de Bilbo e entram sem pedir, aliás pedem toda a hospitalidade, de preparar a ceia e até mais. Entre os anãos há ainda Thorin, o rei de sua raça em busca de recuperar o reino dele e o respectivo tesouro, os dois tomados pelo dragão Smaug. Entre promessas de conceder a parte do tesouro e provocações sobre ele de fato ser quem faltava na jornada, Bilbo por fim aceita e viaja nessa expedição sem garantia de retornar ― quiçá chegar ao destino ― vivo.*Seja a primeira leitura ou a enésima, todas serão nostálgicas quando trata de O Hobbit. Muitas características das outras histórias de fantasia foram inspiradas deste livro, mesmo quando o autor assume ter outra referência, esta ainda é provável de ter tirado algo em comum da aventura de Bilbo Bolseiro. Do chamado incerto à aventura e a viagem cheia de perigos em si, conhecemos o roteiro enquanto permitimos encontrar as surpresas elaboradas pelo autor a encantar o mundo construído por ele.E tratando das características, Tolkien é conhecido por expor vários aspectos dos elementos da história através de longos parágrafos, desde a toca e vila onde o protagonista mora, até a linhagem herdeira das famílias Bolseiro e Tûk, isso logo nos primeiros parágrafos do romance. Há uma apresentação elaborada sobre o mago Gandalf, e assim acontece nos demais personagens e cenários. Sendo assim, é óbvio considerar o narrador de abordagem onisciente, até mesmo por prever o leitor de determinadas ações a ocorrer em capítulos posteriores. Também é o narrador consciente de sua existência e conversa com o leitor, aproxima-o da história feito um amigo mais velho.*O enredo não limita a jornada de um ponto a outro, pois há vários perigos além do principal, todos capazes de colocar tudo a perder. O autor desenvolve esses episódios elencando os problemas, eleva a tensão, chega a elaborar tão bem a ponto de os protagonistas nem terem a chance de vencer o desafio, e neste ponto o enredo peca, pois a solução vem de elemento alheio a todo perigo, um artifício conhecido por Deus Ex-machina. Isso acontece por várias vezes no romance, inclusive na última batalha. Além de tornar a saída previsível, impede de o aperfeiçoamentos dos personagens através da aventura, por mais que Bilbo sofra mudanças graças à jornada, algumas delas foi por causa de acontecimentos externos e pouco relacionado ao desempenho dele.O Hobbit transpira a nostalgia de todos os leitores, desde os idosos às crianças, graças a língua acessível independente da faixa etária e por várias obras lidas por qualquer um deles também refletirem a aventura de Bilbo. Vale a pena conferir esta história rica em características fantásticas e de narrativa bem humorada.;"
"8595084742;R22K9F3NL1BRIR;Amei completamente.Eu já tinha lido a muito tempo atrás o senhor dos anéis, mas até hoje nunca tinha pegado O Hobbit para ler.O Hobbit é um livro simples e perfeito, o Tolkien não pesa a mão em momento algum para estender história para aumentar o volume do livro. A história flui muito bem, ele da atenção somente para alguns dos anãos, - e imagino que isso seja para diminuir a nossa confusão com o número de personagens - e todos os demais personagens são muito bem trabalhados. Esse livro é um excelente começo para quem nunca leu nada escrito por Tolkien.Essa edição está perfeita (exceto pela 4ª capa que eu preferia a continuação da ilustração do Tolkien), a diagramação está boa, a mancha é adequada, a tradução está mais que excelente, ótimo papel, ….. elogios não faltam.Não tenho mais o que recomendar considerando toda a  infinidade de recomendações.Pegue o livro, sente em sua poltrona e entre nesse maravilho mundo.;"
"8595084742;R18A8ES9J9LJ9I;A primeira vez que eu li esse livro, eu tinha 15 anos de idade. Agora, 19 anos depois, retornei ao universo Tolkien lendo essa maravilhosa história com os olhos de um adulto, tentando entender a sua linguagem, o que ele quis passar ao escrever essa história e fazer uma análise mais crítica do livro em si. Felizmente posso falar que essa é uma história maravilhosa e atemporal, tanto para crianças quanto para adultos (e para as crianças dentro de nós).Essa é uma leitura bem leve, que com certeza lerei para meus filhos. Uma que traz a tona o nosso espírito aventureiro e nos leva a um mundo cheio de maravilhas e mistérios.O livro é pequeno, mas tem uma história densa. Sempre tem alguma coisa acontecendo, com diferentes pessoas, povos e raças demonstrando alguma coisa sobre esse vasto mundo. Trolls, gobelins, orques, elfos, aranhas gigantes, pássaros inteligentes dos mais diversos tipos, e por aí vai. Me encontrei constantemente maravilhado por quão rico é esse mundo e pela história que está nele.É um livro excelente para qualquer pessoa, seja adulto ou criança.;"
"8595084742;R2JR749BX0AO3P;Meu primeiro contato com as obras de Tolkien foram os filmes de Senhor dos Anéis, há uns anos, mas confesso que não gostei muito na época... Me senti um pouco jogado no meio da história, não me apeguei aos personagens e, pra falar a verdade, nada me marcou, a ponto de eu não lembrar mais de quase nada dos filmes, como se nem tivesse assistido.Mas do ano passado pra cá me interessei bastante por livros e literatura, e pesquisando sobre LOTR descobri que é um universo muito mais vasto, com muitos livros do mesmo universo da Terra Média. Então resolvi dar mais uma chance a esse universo que é tão aclamado pelos inúmeros fãs, seguindo recomendações de amigos, começando pelo começo: O Hobbit.E que surpresa! O Hobbit é um livro muito gostoso de se ler. Adorei a tradução nessa edição. Os diálogos em muitas partes é bem formal, ma ainda sim é muito divertido e fácil de entender, pois não se utiliza de palavras muito rebuscadas ou exageradas. É formal na medida certa e combina com a época e os personagens, e a escrita de Tolkien é muito boa. Sem falar nas ilustrações no livro e os mapas nas contracapas! Acontecimentos engraçados, muita aventura, o desenvolvimento do Bilbo é incrível. Realmente superou minhas expectativas e agora me sinto com vontade de ler os livros de Senhor dos Anéis.;"
"8595084742;R3O6MRH5166L18;Quando adolescente li O Senhor dos Anéis (os 3 volumes), e só agora, algumas décadas depois resolvi ler o Hobbit. Essa edição está linda, com aquele papel amarelo ótimo de ler, cheio de desenhos e ilustrações, capa dura e aquelas fitinhas que já vem com o livro pra marcar a página (não sei vocês, mas isso já me faz gostar mais do livro). Eu achei o livro bem menos complexo do que a trilogia, em alguns momentos quase infantil e bobo. Mas vc vai se envolvendo com os personagens de modo que da metade pro fim vc está ansiosamente lendo pra ver o que vai ocorrer (mesmo já tendo ideia porque se algo desse errado não existiria o Senhor dos Anéis neh?). Enfim, livro clássico de aventura que vale super a pena. Recomendadíssimo.;"
"8595084742;R2KF0V9B99QODR;A famigerada obra O Hobbit é celébre e um dos clássicos obrigatórios para quem ama aventuras permeadas por anões, elfos, lobos e muitas outras criaturas mágicas.  Sinopse: Bilbo Bolseiro  vive uma vida pacata no condado, como a maioria dos hobbits. Um dia, aparece em sua porta o mago Gandalf, o cinzento , que lhe promete uma aventura como nunca antes vista. Na companhia de vários anões, Bilbo e Gandalf iniciam sua jornada inesperada pela Terra Média. Eles têm por objetivo libertar o reino de Erebor, conquistado há tempos pelo dragão Smaug e que antes pertencia aos anões. No meio do caminho encontram elfos, trolls e, é claro, a criatura Gollum e seu precioso anel.  A história  é permeado por um humor gostoso de aventura e companheirismo. Os anões e Bilbo, o hobbit, vivem inúmeras aventuras que compõe a história com uma cadência que desenrola um caminho para a aventura final e mais temida: o enfrentamento com o Dragão Smaug.  Um elemento interessante de se notar é a colocação do hobbit como o ladrão principal, mas acima de tudo a construção da personalidade de um ladrão no íntimo do personagem, sendo construído de pequenos furtos e demonstrações de coragem que elevam a auto estima do hobbit e fortalecem a confiança que os anões depositam naquele que o próprio Gandalf lhes indicou.  Todo o universo de O Hobbit é construído com a finalidade de contar essa história. O livro contém um mapa da Terra Média, fazendo com que o leitor possa se situar dentro da aventura e percorrer com eles por meio dos Vales, das Montanhas e das florestas sombrias.  Essas aventuras tão citadas contam com um pitada de astúcia dos personagens, que enfrentam lobos, trolls e orcs contando apenas com pequenas armas e sua grande sorte. Os treze anões são um espetáculo à parte,  já que cada um conta com uma personalidade distinta e marcante, sendo possível se afeiçoar a um ou a outro.  A cima de tudo, essa história é para aqueles que gostam de uma boa fantasia, bem além da realidade mesmo. Tesouro, dragões, gigantes e terras sombrias aguçam a nossa imaginação e nos levam para a dimensão que é o ápice de uma boa história.;"
